1	0.014101402
1.010874432	0.291354797
1.021495782	0.582422957
1.032014925	0.879825239
1.042585983	1.20541934
1.053080792	1.525100565
1.064081765	1.880950013
1.075438027	2.197152378
1.085932836	2.521382612
1.096984101	2.865824432
1.107452953	3.192331541
1.118074302	3.554161861
1.129304023	4.013673008
1.139620376	4.277924787
1.150444517	4.734121736
1.161041531	5.058182808
1.171890006	5.465123377
1.18289098	6.127089824
1.195110318	6.662919265
1.205655419	7.074136022
1.216985724	7.779882198
1.228239779	8.485789582
1.239621999	9.20122882
1.249811811	9.774007138
1.260053537	10.35151709
1.27085172	10.94018287
1.28187865	11.47328941
1.292829332	12.08225374
1.303780013	12.47467344
1.314299156	12.9720558
1.325352044	13.57364584
1.335744646	14.18414735
1.34674562	14.82529341
1.35805159	15.60888461
1.369484101	16.27159817
1.380029202	16.88794815
1.390929591	17.48362591
1.401956522	18.02340243
1.412804997	18.56155983
1.422641142	19.6747724
1.433109994	20.93318891
1.444060675	21.84794397
1.455441272	22.95106295
1.466823491	24.14487576
1.477824465	25.3779882
1.489130435	26.53776473
1.500157365	27.50121792
1.510676509	28.42114183
1.521956522	29.51494768
1.532096042	30.53734844
1.54307268	31.63942228
1.553973069	32.64836917
1.56451817	33.52756792
1.574733939	34.82633359
1.585608371	36.34627554
1.596609345	37.72525651
1.606317326	39.03239864
1.617243673	40.43085429
1.627407528	41.69063105
1.638333874	43.02533248
1.64930889	44.40043707
1.659956197	45.60006385
1.670374757	46.95534959
1.680564568	48.44527289
1.691464958	49.93783291
1.702010058	51.4171726
1.712934783	52.73016677
1.723885464	54.16697193
1.734862103	55.69505828
1.746268657	57.28939325
1.756382219	58.73202375
1.767308566	60.33732153
1.777498378	61.72333042
1.788398767	63.33449527
1.798614536	64.67284121
1.809183971	66.10063551
1.820184945	67.3836848
1.831364374	68.71390629
1.8416061	69.8660209
1.852607073	71.17891886
1.863101882	72.65117478
1.873621025	74.22153197
1.884115834	75.82961026
1.894761518	77.18373468
1.905256327	78.64134847
1.91577547	80.40786181
1.926372485	82.27221468
1.93681538	84.24692473
1.947892602	86.12905834
1.958690785	88.88850379
1.970123297	90.76577473
1.981099935	93.11675611
1.991619079	95.96515209
2.002595717	98.42485775
2.013546398	100.7973584
2.024902661	103.530345
2.035397469	105.8742769
2.045916613	108.2510821
2.056132382	110.6786893
2.06710902	113.4542241
2.077704413	115.8976656
2.088578845	118.5188196
2.099579818	121.4783998
2.109695003	123.905082
2.120163855	126.6617521
2.131138871	129.0778245
2.14203926	131.6418482
2.15266061	134.9222033
2.163231668	138.2506686
2.174080143	141.4298644
2.184372161	144.7627108
2.195170344	148.8454024
2.205867943	151.6886364
2.217097664	155.2400989
2.22807268	159.1970971
2.239505191	162.6307409
2.251216742	166.2369432
2.262117132	170.4971374
2.272230694	174.2153798
2.283207333	178.7459648
2.294182349	183.451973
2.304271577	187.494682
2.31486697	191.9736349
2.326604478	196.3098302
2.337529202	200.7081776
2.347795263	204.7827953
2.359151525	208.2695785
2.370025957	212.4578166
2.381002596	216.6135211
2.391142116	220.5463575
#2.402117132	224.5923795
#2.412993186	228.4070949
#2.423157041	231.9667822
#2.433728099	236.5787611
#2.444170993	241.4744821
#2.455223881	245.927419
#2.46612427	249.9059397
#2.477074951	253.9180447
#2.487670344	257.9282162
#2.497454575	261.9282138
#2.507923426	265.2997858
#2.518544776	269.0872636
#2.529039585	272.7782949
#2.539914017	276.1003484
#2.551346528	280.0123729
#2.562373459	284.1751936
#2.573551265	288.0695802
#2.584198572	292.0597592
#2.594312135	295.7568218
#2.604857236	300.1826716
#2.615807917	304.5883277
#2.625997729	308.5906542
#2.637303699	312.902395
#2.647392927	316.810862
#2.659231019	325.7866275
#2.6742878	333.1941739
#2.690004867	341.509539
#2.705416937	349.9183797
#2.719686892	357.4365872
#2.734592797	365.0334809
#2.749599286	372.313016
#2.765188189	380.1866197
#2.780905256	387.1724657
#2.795911746	393.9654664
#2.811374108	400.7610147
#2.82635464	406.3510636
#2.842097664	412.7301476
#2.856748864	418.7721219
#2.871729396	425.7427312
#2.886735886	432.5447666
