Extension[mm] Load[N]
0	0.00004
0.00016	0.00021
0.00047	0.00001
0.00203	0.00027
0.00687	0.00028
0.01078	0.00028
0.01437	0.0004
0.01719	0.00021
0.01953	0.00061
0.02203	0.00061
0.02469	0.00029
0.02734	0.00032
0.03016	0.00068
0.03281	0.00049
0.03469	0.00058
0.03687	0.00069
0.03953	0.00046
0.04219	0.00043
0.04484	0.00082
0.04719	0.00019
0.04953	0.00164
0.05187	0.00026
0.05453	-0.00037
0.05719	0.00046
0.06	-0.00037
0.06281	0.00068
0.06516	0.00122
0.06719	0.0007
0.07	0.00153
0.07266	0.001
0.07516	0.0007
0.07719	0.0015
0.07937	0.00094
0.08172	0.0009
0.08437	0.00163
0.08703	0.00116
0.09	0.00113
0.09219	0.00158
0.09469	0.00117
0.09734	0.00106
0.1	0.00149
0.10266	0.00132
0.105	0.00145
0.10734	0.00168
0.10969	0.00131
0.11219	0.00143
0.115	0.00165
0.1175	0.00152
0.12	0.00157
0.12203	0.00158
0.12422	0.00164
0.12703	0.00172
0.12969	0.00185
0.13219	0.00176
0.13469	0.00162
0.13703	0.00184
0.13953	0.00178
0.14219	0.00179
0.145	0.00193
0.14797	0.00183
0.15031	0.00186
0.15266	0.00199
0.15531	0.00201
0.15766	0.00196
0.15984	0.00197
0.16203	0.00205
0.16453	0.00204
0.16703	0.00215
0.16953	0.00211
0.17234	0.00203
0.17531	0.00225
0.17781	0.00221
0.17969	0.00225
0.18234	0.00226
0.185	0.00227
0.18781	0.0023
0.19031	0.00238
0.19266	0.00242
0.19516	0.0024
0.19766	0.00252
0.20016	0.00238
0.2025	0.00249
0.20516	0.00256
0.2075	0.00253
0.21	0.00257
0.2125	0.00268
0.215	0.00254
0.2175	0.00269
0.21984	0.00267
0.22219	0.0027
0.22469	0.00278
0.22734	0.00281
0.23016	0.00274
0.23312	0.00279
0.23531	0.0028
0.23734	0.00294
0.24	0.0029
0.2425	0.00297
0.24469	0.003
0.24703	0.00298
0.24937	0.00304
0.25187	0.00305
0.25437	0.00306
0.25703	0.00309
0.25969	0.00313
0.2625	0.00317
0.26469	0.00318
0.26719	0.00321
0.27	0.0033
0.27266	0.00327
0.27516	0.00339
0.2775	0.00323
0.28	0.00344
0.28234	0.00342
0.28469	0.00336
0.28719	0.00347
0.29	0.00348
0.29203	0.00347
0.29437	0.00358
0.29719	0.00357
0.29984	0.00361
0.30219	0.00367
0.30469	0.00369
0.30719	0.00373
0.30969	0.00376
0.3125	0.00368
0.31531	0.00384
0.31828	0.00382
0.32078	0.00365
0.32281	0.0039
0.325	0.00438
0.32719	0.00357
0.32953	0.00412
0.33203	0.00416
0.33469	0.00377
0.33703	0.00421
0.33953	0.00436
0.34219	0.00404
0.345	0.00435
0.34766	0.00422
0.34984	0.00416
0.35266	0.00436
0.35562	0.00435
0.35812	0.00431
0.36031	0.0045
0.3625	0.00462
0.365	0.00448
0.3675	0.00437
0.36984	0.00396
0.37234	0.00502
0.375	0.00363
0.3775	0.00459
0.37969	0.00421
0.38203	0.00475
0.38453	0.00475
0.38719	0.00434
0.38969	0.00508
0.39219	0.00456
0.39453	0.00518
0.39719	0.00471
0.39984	0.00496
0.40281	0.00474
0.405	0.00479
0.40719	0.00509
0.40984	0.00491
0.41219	0.00512
0.41453	0.00521
0.41687	0.00516
0.41937	0.0051
0.42187	0.00497
0.42437	0.00507
0.42719	0.00524
0.43	0.00545
0.43297	0.00542
0.43516	0.00546
0.43766	0.00543
0.44031	0.00547
0.44297	0.00546
0.44531	0.00554
0.4475	0.00542
0.45	0.00556
0.45219	0.00561
0.45453	0.0057
0.45719	0.00577
0.46	0.00586
0.46234	0.00574
0.46453	0.0059
0.46734	0.00588
0.47	0.00602
0.4725	0.0061
0.47484	0.0058
0.47719	0.00636
0.47969	0.0058
0.48234	0.00574
0.485	0.0059
0.48812	0.00569
0.49062	0.00623
0.49234	0.00632
0.49453	0.00651
0.49703	0.0063
0.49953	0.00605
0.50219	0.00648
0.50453	0.00624
0.50719	0.00635
0.50969	0.0065
0.51234	0.00652
0.51531	0.0066
0.51828	0.00658
0.52031	0.00688
0.5225	0.00676
0.52531	0.00681
0.52781	0.00688
0.53031	0.00654
0.5325	0.00691
0.53469	0.00719
0.53703	0.00715
0.53969	0.00649
0.5425	0.00699
0.54531	0.00644
0.54766	0.00702
0.54984	0.00718
0.55234	0.00734
0.55484	0.00723
0.55719	0.00736
0.55984	0.00742
0.56234	0.00744
0.565	0.00728
0.56766	0.00738
0.57031	0.00723
0.57312	0.00757
0.57531	0.00754
0.57687	0.0078
0.57953	0.00755
0.58234	0.00763
0.585	0.00782
0.58734	0.0078
0.58969	0.00785
0.59203	0.00797
0.59469	0.00778
0.59734	0.00821
0.60016	0.00794
0.60297	0.00808
0.605	0.00802
0.60766	0.00824
0.61047	0.00819
0.61281	0.00829
0.61531	0.00848
0.61719	0.00842
0.61937	0.00855
0.62172	0.00843
0.62422	0.00863
0.62687	0.00853
0.63	0.00854
0.63281	0.00855
0.63453	0.00868
0.63703	0.00877
0.63984	0.00871
0.6425	0.00901
0.645	0.00894
0.6475	0.00903
0.65	0.00893
0.65266	0.00907
0.65547	0.00911
0.65812	0.00917
0.66	0.00925
0.66219	0.00919
0.66469	0.00942
0.66734	0.00934
0.66984	0.00939
0.67234	0.00943
0.67453	0.00953
0.67703	0.00954
0.67953	0.00965
0.68219	0.00969
0.685	0.00963
0.68797	0.00776
0.69031	0.0115
0.6925	0.00741
0.69531	0.00818
0.69781	0.01159
0.7	0.00907
0.70203	0.00994
0.70437	0.00932
0.70687	0.00802
0.70937	0.0096
0.71219	0.0079
0.71531	0.00901
0.7175	0.01068
0.72	0.00985
0.7225	0.00913
0.725	0.01024
0.7275	0.00894
0.72984	0.01025
0.73219	0.01014
0.73469	0.00973
0.73719	0.01017
0.74	0.00993
0.7425	0.01026
0.745	0.01044
0.74703	0.0105
0.74922	0.0099
0.75203	0.01029
0.75453	0.01059
0.75703	0.0115
0.75953	0.01076
0.76203	0.01087
0.76469	0.01091
0.76719	0.01079
0.77	0.01182
0.77312	0.01098
0.77531	0.01077
0.77781	0.01139
0.78031	0.01114
0.78266	0.01127
0.78484	0.01115
0.78703	0.0116
0.78937	0.01152
0.79203	0.01177
0.79437	0.01166
0.79719	0.01148
0.80031	0.01157
0.80281	0.01167
0.80484	0.01202
0.80734	0.01208
0.81016	0.01199
0.81281	0.01217
0.81531	0.01223
0.81766	0.01245
